,BoatHash,W_score,H_score
4799,213082110620358779,8,32
4800,-3717819181803666549,54,30
4801,-1641446367397625679,90,108
4802,7125421885881254957,9,11
4803,-2348236614222679688,3,15
4804,-4283934271852739832,2,7
4805,7514140914060646519,40,64
4806,6834910043461769053,25,128
4807,-3930416396971737836,36,46
4808,-165824820737169939,22,35
4809,319000358266996628,34,40
4810,-1644072862516104689,40,34
4811,-4123914222186080842,41,35
4812,4115631197822910694,41,48
4813,-3377888089272759576,32,45
4814,6878581459112480197,54,22
4815,3554479579256511879,25,32
4816,6287315809021670588,14,25
4817,5440503854730091629,16,16
4818,6807348603168356937,88,36
4819,5316682079637706164,82,68
4820,-7585518196515456365,32,33
4821,-1892914959144568527,8,6
4822,4774270650634136350,10,19
4823,-26199459442577080,7,5
4824,-3942012531046685798,91,170
4825,1257506879155047302,7,6
4826,953653980837511503,8,9
4827,-2976932523505791352,6,19
4828,-4205234124311327774,9,29
4829,-4461411520093950232,31,19
4830,8231995188845072306,104,139
4831,-626247607343522304,38,51
4832,-733870738663350187,92,59
4833,-2873089914099175763,45,16
4834,-2299465095992905729,15,27
4835,-4773810187776222975,13,24
4836,-6118600622364929363,20,73
4837,-3143480222271723792,16,29
4838,-8452188640062755129,6,4
4839,-1271926720003059994,5,10
4840,4011887540961784218,17,64
4841,2445491138735123291,84,33
4842,-760887676126973960,17,9
4843,-3849840446319323213,124,161
4844,8902301347212767802,8,11
4845,-3599267507975911409,4,9
4846,-9171015678452559757,46,25
4847,7835936033911341245,77,25
4848,-8063832377871409122,72,35
4849,7675901861122975716,16,12
4850,-4544055211527193636,24,19
4851,-6879987443944518685,4,6
4852,-8988446641617554178,4,6
4853,5878015497713747188,24,24
4854,-6894634123113823656,3,5
4855,7449662135955158364,91,40
4856,-8962535847459546739,79,74
4857,3443275476119922940,48,44
4858,-4503931154794727897,16,27
4859,-7607261949908197639,10,19
4860,-5663815223356051954,17,53
4861,-4845333053262990687,25,53
4862,-2100162094825860867,67,52
4863,5187739211967146368,97,149
4864,-3633685233472107660,14,16
4865,-2149539300438387329,43,46
4866,-1009915886527050548,46,20
4867,8181134232877519235,157,187
4868,-316186504879303856,5,12
4869,7508144343460254485,64,25
4870,3966139999513560787,99,66
4871,2244414983878050692,71,178
4872,-2510432683623223790,31,81
4873,-1541986540630833183,39,137
4874,8460072426711702261,4,4
4875,-5419218657125829752,5,6
4876,3307399585507875849,92,40
4877,-722597103547013974,50,69
4878,3899477274883510245,8,13
4879,-1131911592214454763,85,25
4880,161186130419399354,39,11
4881,-7481902297277714984,4,12
4882,6680848089943164797,13,4
4883,-1580750264884018274,17,6
4884,-3964812392174542029,39,68
4885,-5359828219166431008,6,12
4886,3788336619585722098,5,9
4887,732605580436528182,8,12
4888,879558502234256184,75,29
4889,-3353207133280401729,17,31
4890,-620042754836953809,19,32
4891,-7499116328547713644,24,44
4892,-1152320903513984531,19,33
4893,-1042973416736745884,20,32
4894,3871307553156691825,21,37
4895,-1390347386562171776,19,13
4896,-3185774933836122608,24,56
4897,7319595070405778458,7,19
4898,-2662192676690787723,10,25
4899,-3568556646913852870,12,15
4900,-7774499346727071797,8,9
4901,-8168965020087442956,5,11
4902,-1032640619877813680,8,9
4903,5436100086751404640,8,10
4904,-8911631306763025517,8,10
4905,-9005326429389313895,7,6
4906,452573374706328492,86,96
4907,-2627947832637729862,88,97
4908,-2795065303831526680,91,105
4909,-3211314713132985116,15,36
4910,1034257633957282519,103,103
4911,7655817633472954517,31,40
4912,7532135321899397363,9,12
4913,-6088472832343645452,8,8
4914,6076494111509938098,38,32
4915,-7441579760010850634,61,55
4916,1845411797637271718,143,142
4917,2668575517028583763,71,187
4918,-6694107022408190128,67,171
4919,3543941929799085587,28,73
4920,-2166354854467235224,83,202
4921,8485447487265597808,121,146
4922,7483185367500608257,38,43
4923,-1137387592740779786,4,6
4924,-1602820682174819657,5,5
4925,-7509514114050088973,8,10
4926,-4606564140615253887,11,38
4927,7161890300158530951,15,44
4928,2932798607498560849,13,42
4929,-7544424955672692655,7,22
4930,-2129940828050241877,47,68
4931,8704571441936536941,17,43
4932,-6569123534664749877,8,6
4933,-6422287885351347516,32,27
4934,-4099733004092977283,6,7
4935,1992215038078983340,35,32
4936,-36434248071330859,5,19
4937,-5316654725046953350,6,10
4938,-4181031471304206116,7,50
4939,3245905420267514552,24,23
4940,183154125500380350,6,11
4941,-6409624063357157420,4,9
4942,-5191188011350240042,6,8
4943,5300072351511362538,6,3
4944,7837827228897778050,8,53
4945,-3944403045291104384,7,11
4946,1217987822441903221,36,34
4947,2054283816657112632,78,122
4948,6180309929275811201,30,33
4949,-1665074951292241298,83,26
4950,-3326019921920354303,6,9
4951,4755006414110596665,15,20
4952,2731421160011096969,5,7
4953,-297399924142727541,47,71
4954,-832117998548788265,8,17
4955,1940591946182633659,4,11
4956,709179803105482651,4,3
4957,-3217449261019094939,5,22
4958,-8998057817882715168,13,25
4959,5833559726194000521,109,61
4960,-2190023337990342431,14,17
4961,-5248810236208520906,13,19
4962,3496451831016936709,32,16
4963,1802112273071467926,18,6
4964,-5140199445799398135,25,16
4965,3672511149480542623,23,9
4966,-3732655097455858758,18,7
4967,-4573893474860089840,25,11
4968,7861769776280821839,23,9
4969,-3092146770922568794,11,12
4970,-5593245926816328419,65,102
4971,-4710794520662812783,23,23
4972,-4520609429389312362,64,38
4973,-6701841109191347604,45,57
4974,4583718043306787344,16,12
4975,-1687957373036269651,62,85
4976,-5185692915036775416,52,15
4977,-2167771252927249489,139,187
4978,7685406710765323824,17,29
4979,-7201441247199579032,17,29
4980,-259229529416002858,15,30
4981,3700046186635218742,19,29
4982,4389815821341336868,19,28
4983,-4217093951668802668,9,16
4984,5799773989637095031,40,31
4985,2675414891355945550,14,69
4986,2860585959663028345,13,57
4987,-4318569815349321605,8,22
4988,-3472780630066111339,17,26
4989,-3899820863037915657,11,19
4990,-7656553982919086214,52,35
4991,-4050082895657165196,145,90
4992,2991208480811463644,4,4
4993,-7245839781303200837,5,8
4994,-4452307554738142414,32,14
4995,-6423947853907508443,9,16
4996,-4602452273699393565,49,58
4997,7997172173398649268,40,42
4998,-9090901370947898871,39,38
4999,5440367397804580971,24,25
5000,1581289521677045023,23,24
5001,-6332146900654877964,26,26
5002,-7126479133867934451,15,21
5003,-4679241238216466732,60,71
5004,-487870236446875093,59,116
5005,1745318033115683554,123,152
5006,-408587908926254580,6,9
5007,-6310571029610055158,75,101
5008,-5488836763791717652,11,19
5009,2746245717992889224,31,45
5010,1812218788087987986,16,21
5011,-8919947464970847469,28,37
5012,1951554906711921033,26,30
5013,-844612508965464823,25,42
5014,8553678931736339488,43,49
5015,-7199725821456244100,82,118
5016,8806731736643091733,14,10
5017,-4639790102679884423,43,58
5018,-1917193071562752525,99,34
5019,-7567948209860532739,69,55
5020,8401739432688973674,5,4
5021,-5154859302088764918,3,5
5022,-6093761748757227145,110,40
5023,4108511169456551367,42,48
5024,8049453239721698822,83,36
5025,-3110548064618984911,9,16
5026,811112069719171620,5,7
5027,-7118507788732156387,41,84
5028,-91495344138947419,10,19
5029,-1954413825106114436,9,17
5030,4400343183737801544,11,74
5031,5867048271390929002,27,69
5032,5651752521285874927,24,29
5033,1567985031051888977,3,5
5034,6618744664414918943,3,4
5035,-2533514573808110060,76,24
5036,2837182360385301469,45,100
5037,6038436688078208176,42,46
5038,-1871291789775857697,117,97
5039,8859714408437683278,6,19
5040,-8083914860760149126,5,7
5041,-1597929593656032466,2,5
5042,-2123954468994366722,12,21
5043,6015418765498094326,15,16
5044,-5179630935075024527,13,17
5045,-8416154579293832216,41,43
5046,-1183368673203942352,49,39
5047,2305058360112178486,53,126
5048,3506870015744947128,20,29
5049,-3385825836812211512,15,25
5050,-1097639752099070265,8,17
5051,6154917580304010454,24,159
5052,-7777254867477645301,43,67
5053,-7697701768375421043,43,29
5054,-3457710768256152396,13,9
5055,7717460820006804212,13,7
5056,2591075691808102048,30,22
5057,-632505724140237612,68,33
5058,-8880257772510456007,10,5
5059,4629895023888846596,15,7
5060,2338367488007429744,24,9
5061,8747881078851471812,26,12
5062,2520096554410283199,21,9
5063,5240373556489697016,49,38
5064,7004514637722896165,39,32
5065,-7064092761396973189,43,30
5066,1026403551571490072,39,33
5067,-8811654859982545237,9,12
5068,7461914240796441506,51,47
5069,-6256822514351146068,10,12
5070,5395549241352982242,13,16
5071,-4565754981086753265,39,38
5072,-5703984963508438574,40,29
5073,2489067600117150732,13,12
5074,8954126568894776517,26,74
5075,6783112675750169991,41,29
5076,6650405045635054604,7,6
5077,1593283950141876565,93,73
5078,-1217777336396462334,90,42
5079,-3579018446320401762,57,26
5080,3686835453801793815,49,15
5081,887116356218302339,139,136
5082,-5001557463921847755,2,2
5083,-4462907725427251749,1,1
5084,297658367062154473,4,12
5085,8511025367267891448,6,3
5086,-7044006687732403202,4,2
5087,5177647743890781456,3,5
5088,6249917865349813600,3,1
5089,526567851984910830,7,3
5090,-8766902947619496157,4,17
5091,7540770095176615777,8,4
5092,3778714953611908131,35,50
5093,-181908371504518733,42,59
5094,-7437194796872178455,43,52
5095,6605091468308199262,41,49
5096,-6981603274407495559,5,6
5097,8226850424907160301,24,24
5098,-1652622885849238831,47,46
5099,-7664759419774102754,54,22
5100,-7361107367799041580,105,117
5101,6660114731003116239,89,147
5102,-844523533860098962,8,9
5103,6284108156970788443,52,55
5104,2823914600733998534,66,28
5105,-1920237123455888842,10,22
5106,-8957515899749787365,4,8
5107,3384598493857371771,5,9
5108,-5007301816699538365,5,10
5109,5416649731556785616,9,12
5110,442407413219332769,8,8
5111,2930793889879496641,91,156
5112,1424291688076155455,5,13
5113,-8493571664243517126,113,134
5114,1964314121130526728,102,91
5115,-6191485873544699562,6,15
5116,3690764893016626832,12,35
5117,8198025390584282001,21,48
5118,-9113060388935930693,26,43
5119,-7718865193191627178,89,58
5120,2945374632246787214,4,16
5121,-6597926752221745828,10,9
5122,-5577516353411149473,46,50
5123,8769968727501893034,136,150
5124,2483645231984469366,85,16
5125,2280195205142730008,3,12
5126,-2371639910757434405,7,8
5127,-7756446842609044646,76,98
5128,1116188077606991130,31,47
5129,5893326684731750863,8,9
5130,-318053175729038454,9,12
5131,-4650864450965187508,9,9
5132,4513147666161722348,38,78
5133,-6911991387080839625,11,13
5134,-4200841300928211694,5,3
5135,-1997419562128290818,6,12
5136,2705031632285269103,4,9
5137,-1732806365897053258,4,11
5138,3504533729728840719,12,23
5139,373838157156997717,149,131
5140,1035050262039757917,20,19
5141,-8282682887441003427,49,27
5142,8669172159799041101,29,29
5143,8442296989400956002,25,24
5144,-65751810512162966,50,184
5145,5769745139523535940,50,34
5146,3769002891864670370,19,7
5147,1953321673313967087,78,27
5148,347815655756253222,5,3
5149,-1753755727257511626,4,6
5150,4036599590822778487,8,7
5151,-684438878495084960,7,5
5152,-4154072536863470084,139,72
5153,-4283113536459957392,31,88
5154,-2639804941824987685,18,22
5155,-6389361079813460262,64,49
5156,2598244989301544315,61,44
5157,1979955370348333121,79,55
5158,6637267107288076205,11,77
5159,-2096512295695217022,190,43
5160,-4592442747320430173,60,52
5161,-1537957631093864268,35,41
5162,8522214636846421578,30,36
5163,-5579101309151213101,10,49
5164,8510503741215758608,8,19
5165,-5277378506520803006,11,48
5166,-2407524474569607068,10,51
5167,3113741764622043581,30,34
5168,6241216391146355363,46,57
5169,8828851187076498371,31,44
5170,1452075399735406825,90,39
5171,-1993677885016922536,112,42
5172,1288281930578158292,119,28
5173,-5933413336386894136,153,109
5174,6554549358571994838,6,8
5175,-5242150902397093787,79,82
5176,7622565995766786452,18,9
5177,-6316069214851853348,91,25
5178,1318109110365259759,5,8
5179,3021165132034305533,4,7
5180,8477405277052639104,146,58
5181,3229965557303191346,23,18
5182,-2987634433612442803,78,49
5183,8769146113572159910,7,6
5184,1327145178095636057,46,183
5185,-1386503894266390298,6,9
5186,3896726223858870498,18,12
5187,954324565461367928,25,31
5188,7202664097982501909,46,22
5189,1076996921538799428,17,52
5190,635651120941764965,17,54
5191,6886282431550277009,12,51
5192,921289950822636867,10,43
5193,-8255790648717784660,13,54
5194,-1523954403798613180,108,110
5195,-4605832291222015107,55,32
5196,5776647056967129107,17,58
5197,1996500628634249175,51,44
5198,-3004398102085498031,102,22
5199,-584535869676731493,153,98
5200,344893455025079873,45,17
5201,-3549614163716660050,15,16
5202,5947925329937490940,28,8
5203,-4708742835525310976,50,30
5204,1529855967146689997,3,9
5205,3146773013620533193,6,6
5206,7260962118976146455,4,6
5207,4594773619516008693,3,6
5208,7741460491298592390,2,4
5209,-5923909461308156306,4,6
5210,-7074993888097282970,22,14
5211,7493443650007990272,12,25
5212,-2638485601878413588,2,9
5213,-8687286776335854534,6,11
5214,5684759703088283712,5,9
5215,7139594968559603005,6,11
5216,2180344846610526795,5,9
5217,3409974767605932750,10,5
5218,8636295134929816886,10,16
5219,1549205894566862903,150,57
5220,-4939664817558347416,52,57
5221,8096165816928855239,11,8
5222,-5906137605388583951,26,34
5223,6679960330205397650,43,49
5224,6852234385354699852,19,43
5225,5443614336911268517,9,12
5226,-3252187168741919862,37,35
5227,5359810537073855855,6,9
5228,-6515020827147477699,9,13
5229,816010611926898967,8,20
5230,-4543993266520680116,17,46
5231,-1557313907139823470,33,43
5232,-2546161093633544507,21,32
5233,-7591031211043743708,15,23
5234,6579636476334211392,19,29
5235,-1896479918720506943,17,27
5236,9079445172455011149,23,31
5237,3605001268576330155,24,99
5238,2367685131706180284,9,46
5239,7863681494221858853,23,12
5240,-2532257425030761603,4,7
5241,-596150110216198221,51,19
5242,-6041094020637374886,30,46
5243,7848656891638322994,19,32
5244,7859131454437262026,16,31
5245,-2828518582221067728,27,81
5246,4602857721800911646,43,53
5247,5542296157158907108,65,11
5248,1170138460543802987,19,22
5249,-6236667889945128243,6,9
5250,-3805404619508575279,7,9
5251,-1011162324539040509,7,11
5252,-2153758882051079175,99,111
5253,746616941215687993,39,42
5254,-2151474317841373858,6,12
5255,-7163939518746683335,6,10
5256,4091248575609840561,156,50
5257,4274379446817451300,138,124
5258,-114948978921237095,29,16
5259,3157045861280515939,10,11
5260,8763658399665614041,128,50
5261,6544876422618528497,42,48
5262,-8894506968046469632,9,12
5263,246362953049806905,15,6
5264,5080402543055900436,17,20
5265,3266276505870157026,12,32
5266,-8194069119518398139,6,3
5267,5912948973545899244,5,7
5268,-8877123966213965443,52,42
5269,7146273104775364637,31,48
5270,-1742808782765729620,31,58
5271,3740942302480428976,36,42
5272,2431363899061597310,36,61
5273,2672599807979566198,10,18
5274,8636311563108367840,9,7
5275,-138944071335492359,16,38
5276,6449176140030743290,203,65
5277,7794105824207006052,50,47
5278,6132715328088297504,16,73
5279,7679088030296948250,91,78
5280,9125406339180005992,37,32
5281,472647372180406730,51,35
5282,1333864755275442860,6,29
5283,1072093512256986924,17,12
5284,4293474167200696954,14,14
5285,7820164980652425116,14,14
5286,-1641806835241966635,36,45
5287,-655423986870466273,18,35
5288,3141696263881796537,34,31
5289,8037019185658074024,15,32
5290,-5881717920464041853,14,34
5291,-5253217166235566450,6,19
5292,-7850354724438540239,99,32
5293,4231880082716635435,12,6
5294,-5109906306311412161,41,27
5295,-7228624945967257686,18,63
5296,7423637568639286192,6,18
5297,-7943118369442256747,37,93
5298,-3921939708306843640,10,15
5299,-6065502890589742863,7,9
5300,8666710832229933366,23,45
5301,-8578578999804029095,8,45
5302,4997898900717038505,5,6
5303,-2212601900660799582,2,5
5304,-6017825330375852594,5,7
5305,5757097417130233761,5,7
5306,7243516735670424400,7,9
5307,727019384859660402,8,5
5308,809591849570622107,97,48
5309,-8645710141081026502,13,9
5310,-4576357978588316717,15,13
5311,1421535474821145088,5,22
5312,-1695434010274895754,32,58
5313,3270480232246737084,28,64
5314,-3045422954845845338,75,188
5315,-6725284702313771134,5,7
5316,6044859392898397915,5,9
5317,8878150719704310748,3,9
5318,-841551764097763383,2,13
5319,-698911717182170345,7,23
5320,4514347010787190508,4,10
5321,7313041254025629319,5,6
5322,-7731643772694269027,8,11
5323,2597154199151503644,13,13
5324,968969732840681215,23,9
5325,8275088239682907733,12,12
5326,-1468563658169307754,7,9
5327,5551917595701986574,31,15
5328,-7215992832105441857,8,11
5329,-4706266518201733322,4,9
5330,3201410342337884896,24,11
5331,8883911568121199891,22,62
5332,-7997082817044022465,77,130
5333,-75140770391018248,27,90
5334,1396165998596126021,34,98
5335,-383513415737980429,111,26
5336,-1888720249327751314,5,6
5337,4353576222947955795,5,7
5338,-6151877751377060605,58,48
5339,-3055082180601565182,4,5
5340,8333641064451780517,24,53
5341,-3276822616599020279,21,53
5342,5909942461541868332,7,14
5343,4151007971147129522,54,110
5344,-7922207493222236355,32,56
5345,-1485494576278839889,34,73
5346,1825732391305858036,19,51
5347,1388713606575471290,6,16
5348,-1598670513996921487,6,10
5349,2616946437122578914,9,16
5350,900129147519710309,35,19
5351,6662121584249288398,13,12
5352,-6213687178365073873,40,35
5353,2544653752298877544,19,13
5354,8178548844964497657,13,76
5355,5730872081926378755,22,61
5356,3596823344205468793,28,81
5357,709142277161749995,26,56
5358,289520522276832115,30,64
5359,-8290435150933234883,43,44
5360,-1452960397639167156,5,9
5361,-6158715623047544965,8,11
5362,-2933402196194481423,9,11
5363,7827562986379387889,14,18
5364,6648901455522383586,4,8
5365,-1811118681916145848,65,81
5366,-2559721950112555226,90,84
5367,1489354404774463657,43,35
5368,-1641801582769999302,20,116
5369,-264706741288739383,31,50
5370,7708036382559671498,130,197
5371,-4860149576640153815,16,20
5372,7676831251870989687,17,49
5373,763814324911701343,13,29
5374,8774162269956283113,5,15
5375,1886842275261707148,31,28
5376,781828369522084715,52,116
5377,-3544560766729807912,53,31
5378,88286664502542620,13,27
5379,9125440958789196378,12,30
5380,-652336633528319839,6,8
5381,-5666070196549411438,6,17
5382,-3969542371284836052,50,64
5383,3576137616144242791,13,38
5384,-4688511940059860691,12,38
5385,2599612349125358903,13,10
5386,-979540668875232657,4,9
5387,5568482905744377159,3,9
5388,-7673276598523003999,6,14
5389,-814515128536706339,20,54
5390,-6116036509659599155,99,104
5391,-7631342811082782895,10,14
5392,-2601723498755673396,4,9
5393,-6683088265655535213,1,8
5394,-4581386744250347765,19,106
5395,-7520909654783846099,10,4
5396,-8231451831810857491,47,19
5397,-5239692513777935816,19,52
5398,-5865926153971866908,6,12
5399,5284508046264662586,6,12
5400,-2956113605268246099,12,12
5401,2440563987812422288,9,6
5402,-5842808937866249525,10,8
5403,-6445685639412828723,59,34
5404,856004666867748584,10,12
5405,-1196525212421758433,56,25
5406,1927797433525635997,8,10
5407,-4824600587278794820,6,12
5408,-7488212836997969334,47,17
5409,-6590401226338247094,11,9
5410,-4297946809663217219,9,11
5411,-5300300768236980835,10,5
5412,4463328665701954152,9,6
5413,-7806626396798952371,72,31
5414,7929009952498154170,64,73
5415,-2241475520632516502,26,20
5416,6639450477042482025,10,10
5417,4911481688588063584,53,48
5418,7419001436915671622,58,54
5419,-804922901461359086,10,16
5420,-8820373882597203301,23,6
5421,-4561184847928509563,29,16
5422,2864676877668943726,37,11
5423,8977360552150432608,88,30
5424,4361755127110463577,62,24
5425,-4513467708237891327,41,35
5426,3500875476446259447,48,45
5427,9059784739719686842,46,47
5428,-7980664735273941617,20,23
5429,5081069757498136891,25,32
5430,-8219322304258627768,31,29
5431,625595942346884600,36,33
5432,8253796848935946774,7,11
5433,3418317734484800391,10,12
5434,5208127461752495151,9,15
5435,-1010770596045141849,15,51
5436,-6876391395393194955,17,45
5437,-4700345628627807788,24,67
5438,-7052435342512683665,78,27
5439,-3565110551640776007,64,61
5440,-1500716661814614288,62,69
5441,741528098760429352,4,4
5442,8762958254389757676,44,26
5443,-5191627645703976295,23,6
5444,-2749921406648662471,34,19
5445,7895021040118808184,17,8
5446,-4638532511449074413,28,11
5447,-7866959973522998535,32,22
5448,-902966397429949112,113,83
5449,-3716771143987564826,8,75
5450,5624058866897212529,6,6
5451,-1563142409886620685,13,5
5452,8465429257475463048,15,7
5453,-4900938556026918008,24,7
5454,-1140791068345987371,23,6
5455,-2519037159225635120,31,8
5456,5710860508864850280,18,9
5457,2358499456586456038,8,7
5458,-6870184302749066939,30,54
5459,-2947080361029720089,10,13
5460,-6274257015779827393,13,6
5461,3216442893831345614,9,24
5462,152004770420951119,12,13
5463,2376745712908292487,15,15
5464,4655668417914158690,8,9
5465,-4659647289733697752,30,19
5466,3797054037616713708,27,20
5467,-4299206860792709732,34,37
5468,2118681650839537545,9,25
5469,-6665774622519825171,35,61
5470,-4644836953581247733,25,51
5471,2447587931043197702,21,38
5472,-4722156415201140551,23,47
5473,3677792840322401804,46,95
5474,-8946373960453217581,8,9
5475,-426774067344284393,109,92
5476,4967940904814029912,80,98
5477,774239759955570410,69,110
5478,-2548900132052989961,61,108
5479,-5951106934633356054,21,40
5480,-25100874517672957,11,14
5481,2645012012792848265,26,49
5482,6524958739719718375,31,36
5483,1200706699199813304,5,6
5484,-48291463229074148,6,11
5485,6888944809116390689,37,72
5486,-5551034378085042236,31,33
5487,7887340210200239652,66,27
5488,-5935678736997050725,70,33
5489,5774371713215567334,16,9
5490,1789334138155537046,17,53
5491,5705436446098358776,15,51
5492,-8920413402847077683,33,113
5493,8412865717104254612,50,105
5494,7395678795496425395,9,18
5495,-778392181073072181,39,86
5496,5411143552534970030,11,16
5497,4089167889000726503,45,56
5498,-7407164045182470130,15,20
5499,-8499964848214404768,7,9
5500,-5533980041541233995,28,15
5501,-5623558802544197870,65,62
5502,-8156900122768094913,4,7
5503,4422016162301933867,20,9
5504,2546925792028478670,5,9
5505,6998718656419081630,5,7
5506,-1841555052746721819,4,7
5507,6810770308580112691,24,27
5508,8061037193318796294,65,103
5509,-7721596242683243884,11,19
5510,-6831682836752901815,43,46
5511,8102680002257383229,16,14
5512,8144359025466042693,45,32
5513,-5250951672380629476,60,54
5514,-8189971203683954632,34,12
5515,1046381844148689180,48,156
5516,8077676245568307138,14,8
5517,-4285726010357280666,89,77
5518,-7873251159782280269,14,19
5519,-896064058902541972,39,57
5520,4186229734426281812,19,21
5521,2580047671272485956,90,80
5522,5402541920544180262,45,31
5523,5845342974023406254,111,42
5524,3590060171057882592,190,83
5525,-3889737691311641229,109,33
5526,-4449235532587032915,27,74
5527,6043653086995379632,23,84
5528,8631081323931264106,8,15
5529,8177765046693102475,98,33
5530,-8500717146434869583,12,10
5531,-2281309073718750351,13,8
5532,2840101706648990740,42,23
5533,1203829509456279831,9,30
5534,-5436726424937308786,132,146
5535,2203984261939665301,30,18
5536,-2954632389591536570,9,36
5537,2708115214457208391,7,24
5538,4986792494869923942,16,33
5539,9120633507383176539,10,35
5540,6059192599393165804,19,38
5541,781701477991305187,20,45
5542,-2168364123264881480,45,40
5543,2062183892713867637,15,16
5544,1485349530243556600,14,29
5545,7188843842126468403,9,14
5546,5764832911102564352,11,19
5547,-6964387592401469023,10,11
5548,-4487807522661088216,8,9
5549,2541557845701139923,16,87
5550,3086219654009858242,3,3
5551,5408162348287918249,88,29
5552,2448165229090548415,92,146
5553,1474658727776242480,45,47
5554,1290616960436029505,47,25
5555,3301872145452643372,3,8
5556,5733559699335139615,155,142
5557,-8737730641657047086,13,31
5558,52549844868624517,9,20
5559,3615453369866180703,13,29
5560,-7016725141964039180,45,16
5561,6801181007760146503,10,26
5562,8566546122601535671,15,30
5563,1975946979677248941,13,30
5564,4851408681420663360,9,25
5565,5974627510197265593,27,18
5566,4926418577792766974,7,17
5567,9193560652497757476,27,13
5568,-3041802971825107049,7,22
5569,-3088323642057917364,16,13
5570,2340385351515155599,12,28
5571,-1208955654598933215,65,55
5572,6662663676157610395,63,53
5573,-515075258733715979,10,10
5574,-1013511882565046345,8,9
5575,-1479838245914721231,4,9
5576,2999683001837140814,15,12
5577,-4513321012854269578,7,8
5578,-5892883847391272344,10,17
5579,1751965548756008747,8,15
5580,6953320131109326750,5,19
5581,4997642460967088493,3,4
5582,6929592103437331850,4,4
5583,-7035881065172741913,61,22
5584,3825260110210356142,8,6
5585,-1598281944637309039,87,106
5586,7335702435448638989,159,58
5587,1782394732089582269,152,61
5588,-8489131448895548288,135,35
5589,514373719725890362,154,53
5590,5344285065585062424,2,5
5591,-4916000944120901157,48,42
5592,3017660818850619194,12,13
5593,-3194475314543688257,35,38
5594,-3077664238420260040,111,130
5595,-2746149464168467402,5,11
5596,551930053985498274,15,14
5597,5403872808501811465,52,45
5598,9016959691493515825,171,85
5599,2063473753017101854,22,6
5600,-6566981384469068679,124,40
5601,2686249356823976704,8,4
5602,-3493134008870712708,95,27
5603,-5832337552056233705,23,34
5604,-1736183130779771011,45,32
5605,8563145551194352585,61,22
5606,6821793883896536392,22,6
5607,-1321655508820723244,68,16
5608,631181643531515218,79,59
5609,5346592697354665102,133,58
5610,-148108244114438503,43,49
5611,2430687842084238374,31,41
5612,-1223811293597783265,46,64
5613,2101574587575096898,31,51
5614,-7398666673574834056,47,24
5615,-3073689502279929742,39,18
5616,-1482873631868563912,0,4
5617,-3167626111130342334,39,52
5618,-1274957374783460972,17,42
5619,-2531290321047394626,2,4
5620,-7414435593887732236,12,15
5621,4815579986103866185,30,32
5622,877500259245771764,9,18
5623,1435378028184149757,8,17
5624,6991691666003378324,10,22
5625,-8717472363531609699,38,58
5626,-4294823598618860023,95,77
5627,3592481011513835853,5,7
5628,-5849800384507129498,15,17
5629,3831788284011963700,24,29
5630,-7333985651763896104,9,14
5631,3216946932007328733,11,8
5632,-4533609532903575507,12,16
5633,-1261005450166114769,28,28
5634,2897050950518944619,14,15
5635,-4253468171612146307,31,14
5636,7365417800922531397,49,25
5637,6997473106929160078,60,75
5638,-37806431626517036,54,81
5639,3164659086517876459,38,58
5640,5000757758956113118,47,67
5641,7107629609754553175,106,93
5642,4846803158673199124,156,132
5643,-483055220990408428,4,13
5644,9175888356662531880,80,31
5645,2835374624116549754,158,162
5646,8110586894152447612,4,9
5647,3664279857668067775,8,12
5648,3694668947234763243,50,29
5649,2082102405914359367,53,44
5650,1735420416898050138,16,29
5651,5908186904937649358,42,116
5652,8305618601694656733,50,32
5653,5709699508607049827,10,11
5654,4724993944381868135,47,148
5655,8869761208821392265,12,32
5656,9100675056449352485,8,7
5657,3573276812654800266,3,6
5658,7085573508858858088,3,7
5659,6270209045335250314,4,9
5660,4099399253192001074,5,11
5661,-8309095348735219757,5,12
5662,-226043220299754760,4,12
5663,5282693894272033298,2,7
5664,-46696719107437402,2,9
5665,5596475720700413852,4,8
5666,2822270536761215453,2,5
5667,-6422642695135878469,6,16
5668,-450553885976325134,101,67
5669,5899854185670813850,17,59
5670,-1514752432698591288,8,29
5671,5992326614031455536,121,53
5672,1266600660758474498,64,26
5673,-9023244220267481380,5,12
5674,5358881370916222515,32,64
5675,7903499174383257326,2,6
5676,7539832276869703922,17,17
5677,-6026371160696841099,49,56
5678,-868204352737442619,193,91
5679,7903297550599346707,85,42
5680,-6553732576581601448,22,19
5681,1443709933999050024,12,13
5682,8628028266499933589,3,5
5683,9152609386589285768,4,12
5684,-5634181046362031892,7,10
5685,-756459824121325548,8,12
5686,-5235635706141655709,4,10
5687,7005442455119846592,5,9
5688,-7569372330606354944,9,14
5689,-14622764020780216,6,7
5690,8982785097470989618,5,12
5691,4176089343134017264,92,73
5692,-8968111006975126479,17,20
5693,-1473262540578782527,9,9
5694,7176886897997272613,56,80
5695,-6587177603882125088,6,6
5696,-152020068470676215,8,8
5697,-2440622970633722539,8,10
5698,-1780671581654688326,8,11
5699,3460918215055057062,12,16
5700,8878812455445308199,38,88
5701,3200556700173796938,9,20
5702,6559303637969544672,4,5
5703,-7612105979667669247,20,32
5704,-1489729512928081727,17,22
5705,-5038241832758952973,13,34
5706,-5212118143694839177,16,33
5707,2951575451274263676,16,35
